"1" "2" "3" "4" "5"
"2002" 0.214895391535234 0.204199751730345 0.194501337748304 0.167015342379339 0.202589498858062
"2003" 0.213540184584446 0.219709133312926 0.209594469150768 0.190717327056188 0.220143631375352
"2004" 0.252162294221213 0.199184114411302 0.191629522646329 0.173146018244036 0.191919401331846
"2005" 0.198902729604386 0.193336899675802 0.169600029356983 0.173561841672098 0.172783954311365
"2006" 0.219077533136551 0.218388359618319 0.189160050037582 0.200713591244719 0.192885498300258
"2007" 0.212296098592917 0.207148703148515 0.18074902899749 0.172658374521768 0.191963718360205
"2008" 0.235082629981886 0.182394417477517 0.174425628556014 0.16707679707596 0.189410468713549
"2009" 0.218495956971052 0.218058335714134 0.212472972683308 0.220812432761403 0.22748812997719
"2010" 0.209744851896049 0.191076787026878 0.170226626604101 0.1674529650612 0.174319029125232
"2011" 0.203277356461425 0.216914577055245 0.17955797945342 0.174453205203037 0.182760236636604
"2012" 0.205658017420913 0.195659656264452 0.168702913513502 0.16591934396352 0.193998004921014
"2013" 0.211972166930591 0.203761831480548 0.164242101175213 0.151096150671731 0.173456172334714
"2014" 0.225040403460843 0.205913291948372 0.180724591856837 0.182474276866306 0.189947192777783
"2015" 0.225083844408791 0.188308063378677 0.180154146355199 0.192099446799342 0.230792656095814
"2016" 0.213554033151231 0.222784361856406 0.175247016446823 0.169334106976211 0.168419510047
"2017" 0.205871094441102 0.198413601313526 0.176495074206063 0.157459375583238 0.178935837647038
"2018" 0.211245059647863 0.199542426598847 0.16501887283347 0.173183438108576 0.175785356396865
"2019" 0.209535695303219 0.220154710079105 0.18808906547987 0.197725091369715 0.227533404720937
"2020" 0.238025025743953 0.207739414000351 0.172147642051226 0.166436670948254 0.162357926300418
"2021" 0.209105367110779 0.181270104129879 0.16534586228088 0.177568016260463 0.202402860529963
"2022" 0.190081312044614 0.209491016374757 0.184035450953824 0.196663033961178 0.219670805061063
"2023" 0.207133755653565 0.301834678369789 0.253332824740411 0.246772794693091 0.274210258816785
"2024" 0.17820484024402 0.216791444686093 0.1981939677123 0.21910862218061 0.2614716741412
"2025" 0.194467569669644 0.218161917671316 0.180592528632285 0.18495785223526 0.20298555997317
