mo.dat auto written
1 2
1991  2025
0  8
1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
0  	0  	0.2  	0.75  	0.9  	1  	1  	1  	1
